Date,Open,High,Low,Close,Change,Rate,Volume,Amount
2015/2/2,3360.19,3407.26,3347.09,3353.96,-80.43,-2.34,1951836.99,22483776.99
2015/2/3,3388.6,3441.71,3360.72,3437.45,83.49,2.49,1928460.96,24110002.32
2015/2/4,3446.14,3476.82,3399.57,3401.77,-35.68,-1.04,1913043.49,24403429.72
2015/2/5,3487.95,3487.95,3366.86,3366.95,-34.82,-1.02,2504306.09,31152366.92
2015/2/6,3352.33,3374.05,3285.94,3312.42,-54.53,-1.62,1926641.86,22143318.34
2015/2/9,3305.73,3376.53,3298.6,3345.92,33.5,1.01,1723538.2,22076652.5
2015/2/10,3345.08,3407.18,3339.55,3406.94,61.02,1.82,1593090.88,19912068.07
2015/2/11,3415.98,3445.66,3412.14,3434.12,27.18,0.8,1446137.72,18597921.97
2015/2/12,3435.36,3453.58,3405.63,3442.87,8.75,0.25,1560816.91,19128587.35
2015/2/13,3458.83,3509.51,3452.08,3469.83,26.95,0.78,2010899.71,24707615.33
2015/2/16,3473.29,3504.48,3466.61,3499.48,29.66,0.85,1656413.43,22279972.12
2015/2/17,3511.54,3536.82,3511.09,3522.32,22.84,0.65,1653283.13,21445726.79
2015/2/25,3529.55,3529.55,3463.96,3478.73,-43.59,-1.24,1655393.51,21173905.93
2015/2/26,3473.71,3569.33,3456.87,3566.3,87.57,2.52,2293284.38,27980907.52
2015/2/27,3565.23,3594.81,3560.46,3572.84,6.55,0.18,2227864.38,27186194.46
2015/3/2,3603.45,3608.69,3566.53,3601.27,28.42,0.8,2481761.25,32516489.71
2015/3/3,3579.32,3579.32,3504.2,3507.9,-93.36,-2.59,2618664.89,33570011.82
2015/3/4,3514.67,3540.91,3497.17,3530.82,22.92,0.65,1996639.81,25746879.1
2015/3/5,3513.25,3517.08,3467.68,3496.34,-34.48,-0.98,2175088.05,27903059.24
2015/3/6,3501.18,3516.24,3472.39,3478.52,-17.82,-0.51,1815180.54,23346824.48
2015/3/9,3449.7,3546.71,3417.49,3537.75,59.23,1.7,2339404.11,27786047.16
2015/3/10,3523.64,3551.21,3511.99,3520.61,-17.14,-0.48,1942676.57,24536662.59
2015/3/11,3524.58,3568.92,3512.22,3524.65,4.04,0.11,1889478.25,23577275.55
2015/3/12,3557.69,3603.34,3536.53,3592.84,68.19,1.93,2656646.25,32214124.93
2015/3/13,3604.67,3641.39,3594.74,3617.66,24.81,0.69,2468647.68,29729851.65
2015/3/16,3641.77,3705.74,3621.12,3705.67,88.01,2.43,2754383.07,35849757.02
2015/3/17,3733.96,3762.58,3716.81,3757.12,51.45,1.39,3716256.66,45500382.59
2015/3/18,3769.09,3846.06,3763.85,3846.06,88.93,2.37,4151900.11,48446552.92
2015/3/19,3851.25,3859.13,3809.71,3839.74,-6.32,-0.16,3915476.3,46321282.16
2015/3/20,3852.49,3916.86,3832.42,3892.57,52.84,1.38,4018175.52,54446837.43
2015/3/23,3923.08,3972.3,3922.21,3972.06,79.49,2.04,3911199.22,51976022.07
2015/3/24,3980.07,3989.86,3883.78,3973.05,0.98,0.02,4685813.12,59106680.06
2015/3/25,3961.58,3980.72,3913.99,3940.41,-32.63,-0.82,3799688.51,50173389.17
2015/3/26,3921.75,3992,3892.88,3950,9.59,0.24,3467563.15,46853849.08
2015/3/27,3957.54,3993.03,3932.87,3971.7,21.7,0.55,2987560.64,39313234.76
2015/3/30,3999.02,4101.65,3999.02,4088.18,116.48,2.93,4282970.2,54621107.89
2015/3/31,4138.89,4166.02,4037.77,4051.2,-36.97,-0.9,4360656.35,59812173.26
2015/4/1,4057.5,4139.5,4046.94,4123.9,72.69,1.79,3295128.53,46659690.47
2015/4/2,4149.95,4156.84,4068.65,4124.78,0.88,0.02,3390704.87,47661783.77
2015/4/3,4104.67,4170.56,4092.38,4170.54,45.76,1.11,3213037.66,46696560.06
2015/4/7,4213.89,4260.47,4197.02,4260.04,89.51,2.15,4153626.54,56464632.37
2015/4/8,4277.45,4304.78,4204.83,4295.8,35.76,0.84,4586767.15,65830806.28
2015/4/9,4316.96,4332.17,4212.61,4262.14,-33.66,-0.78,4396999.02,65041915.15
2015/4/10,4249.38,4351.69,4231.2,4344.42,82.28,1.93,3481901.7,50935429.12
2015/4/13,4394.05,4432.02,4361.59,4421.07,76.66,1.76,4341530.36,59851813.99
2015/4/14,4432.13,4474.35,4385.91,4438.18,17.11,0.39,4344321.26,60212744.19
2015/4/15,4439.31,4476,4379.61,4380.51,-57.67,-1.3,4721541.31,59682287.56
2015/4/16,4355.49,4513.77,4335.63,4513.55,133.03,3.04,4226037.48,56472284.41
2015/4/17,4578.68,4630.27,4553.9,4596.14,82.59,1.83,5528026.63,73395361.01
2015/4/20,4615.03,4671.17,4492.6,4521.92,-74.22,-1.61,6864390.75,93926490.41
2015/4/21,4520.46,4620.06,4504.56,4619.16,97.24,2.15,4903149.91,68536502.79
2015/4/22,4637.06,4740.93,4632.59,4739.81,120.65,2.61,5162137.92,76992480.39
2015/4/23,4764.48,4782.04,4693.97,4740.89,1.08,0.02,4974309.54,75225823.62
2015/4/24,4682.63,4730.43,4618.32,4702.64,-38.25,-0.81,4801529.36,72127309.75
2015/4/27,4753.87,4810.49,4735.31,4807.59,104.95,2.23,5130765.48,76591040.23
2015/4/28,4811.32,4839.08,4703.57,4741.86,-65.73,-1.37,6086385.45,86034987.53
2015/4/29,4722.9,4797.93,4695.79,4774.33,32.47,0.68,3950569.8,60167635.06
2015/4/30,4788.41,4818.73,4749.49,4749.89,-24.44,-0.51,3997274.44,61251141.52
2015/5/4,4757.64,4795.92,4699.4,4787.74,37.85,0.8,3778438.53,56545337.36
2015/5/5,4785.19,4785.19,4572.98,4596.84,-190.9,-3.99,4604196.26,66002021.85
2015/5/6,4626.23,4700.91,4511.76,4553.33,-43.51,-0.95,3760737.02,58603398.74
2015/5/7,4520.82,4546.34,4467.46,4470.09,-83.24,-1.83,2977592.03,42718995.32
2015/5/8,4515.55,4559.06,4445.59,4558.4,88.32,1.98,3024079.67,45209069.49
2015/5/11,4582.09,4690.95,4535.15,4690.53,132.13,2.9,3738384.2,58326040.88
2015/5/12,4692.12,4748,4660.02,4747.42,56.89,1.21,3770538.91,60712329.99
2015/5/13,4746.71,4758,4678.85,4718.44,-28.99,-0.61,3707304.24,59047984.78
2015/5/14,4717.96,4735.28,4670.17,4700.78,-17.66,-0.37,3377251.52,51321965.56
2015/5/15,4690.76,4690.76,4592.05,4617.47,-83.31,-1.77,3284311.66,50669501.02
2015/5/18,4582.06,4623.38,4565.06,4575.14,-42.33,-0.92,2691804.89,43408312.94
2015/5/19,4577.64,4740.01,4577.64,4731.22,156.08,3.41,3147859.52,52423216.01
2015/5/20,4751.57,4843.1,4745.21,4754.92,23.7,0.5,3631807.48,58995627.3
2015/5/21,4768.69,4841.62,4746.03,4840.98,86.06,1.81,3050545.37,50534610.55
2015/5/22,4895.93,4951.99,4870.6,4951.34,110.36,2.28,4558467.18,71912995.32
2015/5/25,4949.11,5099.84,4949.11,5099.5,148.16,2.99,4657365.9,75708582.59
2015/5/26,5140.8,5199.3,5063.15,5198.92,99.42,1.95,4879493.59,80229584.35
2015/5/27,5216.17,5226.84,5126.86,5181.43,-17.48,-0.34,4707987.3,77782630.91
2015/5/28,5174.1,5213.18,4831.33,4834.01,-347.43,-6.71,5718290.47,87320736.37
2015/5/29,4839.53,4924.3,4665.52,4840.83,6.82,0.14,4278788.59,63600815.26
2015/6/1,4862.76,5079.32,4835.77,5076.18,235.35,4.86,4175037.41,63784368.15
2015/6/2,5091.27,5162.56,5047.08,5161.87,85.69,1.69,4129731.96,65845285.97
2015/6/3,5176.6,5186.97,5059.5,5143.59,-18.28,-0.35,4142582.7,67205653.22
2015/6/4,5156.01,5194.23,4863.47,5181.42,37.83,0.74,4827672.68,73517066.94
2015/6/5,5254.91,5288.34,5104.18,5230.55,49.14,0.95,5459611.96,85522440.31
2015/6/8,5259.41,5370.61,5202.6,5353.75,123.2,2.36,6373132.37,94949801.4
2015/6/9,5379.47,5380.43,5251.21,5317.46,-36.29,-0.68,5704272.63,87143181.96
2015/6/10,5254.3,5374.83,5209.68,5309.11,-8.35,-0.16,4421656.76,71150925.68
2015/6/11,5305.14,5329.3,5248.16,5306.59,-2.52,-0.05,3923387.55,66058486.8
2015/6/12,5329.28,5351.65,5283.09,5335.12,28.53,0.54,4301313.86,69421317.33
2015/6/15,5354.01,5362.45,5207.31,5221.17,-113.95,-2.14,4757457.03,76623773.02
2015/6/16,5165.02,5204.3,5015.26,5064.82,-156.35,-2.99,4116756.38,65152253.22
2015/6/17,5072.31,5158.37,4949.29,5138.83,74.01,1.46,3971241.87,58986836.64
2015/6/18,5107.69,5121.22,4926.43,4930.55,-208.28,-4.05,3643958.14,55564675.57
2015/6/19,4847.06,4910.45,4634.69,4637.05,-293.5,-5.95,3581047.44,51960957.5
2015/6/23,4641.42,4786.96,4455.33,4786.09,149.04,3.21,3650879.44,53698411.3
2015/6/24,4811.59,4883.73,4744.31,4880.13,94.04,1.96,4346387.23,61537408.59
2015/6/25,4906.24,4919.26,4667.22,4706.52,-173.61,-3.56,4461359.82,64024640.14
2015/6/26,4573.87,4650.19,4278.68,4336.19,-370.32,-7.87,4466397.9,61295947.87
2015/6/29,4446.84,4451.17,4000.93,4191.55,-144.65,-3.34,5256624.82,70401454.88
2015/6/30,4161.07,4475.77,4016.01,4473,281.45,6.71,5270452.8,71604582.47
2015/7/1,4408.98,4526.13,4235.7,4253.02,-219.98,-4.92,4317214.11,62333059.69
2015/7/2,4287.73,4312.19,4000.06,4108,-145.02,-3.41,4570621.94,59350668.55
2015/7/3,4017.2,4164.63,3785.9,3885.92,-222.08,-5.41,4293008.5,53821686.97
2015/7/6,4218.27,4218.27,3832.47,3998.54,112.62,2.9,6480945.3,77955804.44
2015/7/7,3877.85,3960.64,3743.62,3928,-70.53,-1.76,6793850.07,79596264.45
2015/7/8,3651.06,3762.62,3612.25,3663.04,-264.97,-6.75,5814670.97,64012239.89
2015/7/9,3621.68,3930.26,3537.83,3897.63,234.59,6.4,5038706.1,56474404.34
2015/7/10,3916.27,4179.11,3887.55,4106.56,208.93,5.36,5007018.02,62907951.3
2015/7/13,4132.23,4278.16,4072.43,4211.81,105.26,2.56,5020921.86,65925172.42
2015/7/14,4178.63,4258.51,4062.5,4112.15,-99.66,-2.37,4544220.09,59752126.25
2015/7/15,4068.88,4114.24,3899.51,3966.76,-145.39,-3.54,4219563.67,51406453.23
2015/7/16,3949.64,4067.02,3856.32,3997.36,30.6,0.77,3305313.45,41005089.46
2015/7/17,4023.76,4190.19,4000.23,4151.5,154.14,3.86,3311071.31,43559710.37
2015/7/20,4157.06,4221.69,4106.39,4160.61,9.12,0.22,3526734.72,48349389.47
2015/7/21,4109.76,4201.48,4081.7,4166.01,5.39,0.13,3183749.45,43169584.38
2015/7/22,4148.56,4187.43,4094.71,4157.16,-8.85,-0.21,3189459.97,44183250.52
2015/7/23,4158.93,4262.06,4148.82,4250.81,93.64,2.25,3544717.59,48397222
2015/7/24,4255.2,4299.65,4154.62,4176.28,-74.53,-1.75,3920453.73,53590164.72
2015/7/27,4097.8,4156.31,3817.17,3818.73,-357.55,-8.56,3650545.11,47795201.08
2015/7/28,3690.97,3883.45,3627.42,3811.09,-7.64,-0.2,3835272.16,48265454.33
2015/7/29,3839.96,3934,3769.19,3930.38,119.29,3.13,2769728.45,37228786.81
2015/7/30,3915.78,3968.53,3802.88,3815.41,-114.97,-2.93,2715486.65,37635117.06
2015/7/31,3777.15,3863.62,3757.99,3816.7,1.29,0.03,2223767.67,29931254.38
2015/8/3,3766.07,3829.24,3742.58,3829.24,12.54,0.33,2458050.3,30963129.77
2015/8/4,3827.37,3948.45,3801.03,3948.16,118.92,3.11,2202365.56,28875650.33
2015/8/5,3937.62,3962.28,3858.66,3866.9,-81.26,-2.06,2004842.69,27269351.4
2015/8/6,3802.93,3888.69,3793.24,3831.85,-35.05,-0.91,1472786.94,19553236.38
2015/8/7,3866.43,3926.65,3857.91,3906.94,75.09,1.96,1833491.53,24654611.91
2015/8/10,3947.47,4101.73,3932.84,4084.36,177.42,4.54,3067805.4,40170202.06
2015/8/11,4083.59,4110.13,4042,4066.67,-17.7,-0.43,3220341.91,41699654.12
2015/8/12,4025.67,4078.03,4015.35,4016.13,-50.54,-1.24,2551461.96,33979936.49
2015/8/13,4010.01,4075.7,3967.82,4075.46,59.34,1.48,2428369.79,31988760.3
2015/8/14,4097.92,4113.16,4056.73,4073.54,-1.92,-0.05,2533929.96,34007681.33
2015/8/17,4058.11,4081.77,4009.99,4077.87,4.33,0.11,2569396.38,33683056.3
2015/8/18,4084.31,4103.05,3816.55,3825.41,-252.46,-6.19,3198810.7,42492418.44
2015/8/19,3748.27,3898.74,3668.19,3886.14,60.72,1.59,2690498.39,34092347.09
2015/8/20,3848.4,3880.82,3761.45,3761.45,-124.68,-3.21,2121679.65,27057669.88
2015/8/21,3714.29,3757.78,3578.17,3589.54,-171.92,-4.57,2179864.03,26749842.64
2015/8/24,3454.6,3468.15,3266.55,3275.53,-314,-8.75,2554366.52,27312422.82
2015/8/25,3070.01,3200.11,3019.56,3042.93,-232.61,-7.1,2760813.06,28116033.37
2015/8/26,3062.57,3192.93,2952.01,3025.69,-17.23,-0.57,3082706.23,31218824.87
2015/8/27,3092.81,3206.72,3028.4,3205.64,179.95,5.95,2672949.3,27876998.34
2015/8/28,3246.24,3353.24,3223.62,3342.29,136.65,4.26,2994984.26,31876348.27
2015/8/31,3307.4,3368.28,3205.54,3366.54,24.25,0.73,2802504.03,30661089.11
2015/9/1,3296.53,3370.5,3190.58,3362.08,-4.45,-0.13,3524585.28,35138782.83
2015/9/2,3220.85,3387.02,3213.64,3365.83,3.75,0.11,3477894.12,34898638.93
2015/9/7,3347.29,3422.22,3240.24,3250.49,-115.35,-3.43,2042244.31,22175679.03
2015/9/8,3221.79,3340.22,3170.81,3334.02,83.54,2.57,1545996.31,16829475
2015/9/9,3344.82,3426.65,3330.29,3399.31,65.28,1.96,2204674.21,25881579.5
2015/9/10,3349.28,3398.32,3337.31,3357.56,-41.74,-1.23,1448829.71,16810826.97
2015/9/11,3349.88,3383.13,3315.48,3347.19,-10.37,-0.31,1085475.08,13026241.09
2015/9/14,3367.64,3373.92,3187.57,3281.13,-66.06,-1.97,2054572.51,22616855.01
2015/9/15,3208.74,3240.08,3131.98,3152.23,-128.9,-3.93,1435556.41,14598921.38
2015/9/16,3149.16,3345.92,3131.37,3309.25,157.02,4.98,1597099.94,16826984.03
2015/9/17,3287.66,3354.91,3237,3237,-72.25,-2.18,1694018.81,19027018.14
2015/9/18,3254.44,3280.88,3227.83,3251.27,14.27,0.44,1069034.81,12175253.17
2015/9/21,3222.6,3312.55,3211.93,3308.25,56.97,1.75,1227886.68,14532301.82
2015/9/22,3312.37,3371.41,3303.18,3339.03,30.78,0.93,1462219.85,17249286.26
2015/9/23,3290.07,3315.94,3253.33,3263.03,-76,-2.28,1231714.39,13688597.57
2015/9/24,3278.9,3300.86,3255.9,3285,21.97,0.67,1020112.38,12082064.25
2015/9/25,3272.67,3290.86,3201.91,3231.95,-53.05,-1.61,1214192.78,13760216.88
2015/9/28,3226.61,3246.55,3186.51,3242.75,10.8,0.33,742194.68,8800746.7
2015/9/29,3197.22,3208.42,3159.04,3178.85,-63.9,-1.97,871506.33,9669151
2015/9/30,3195.9,3223.91,3186.77,3202.95,24.09,0.76,785593.49,9588159.87
2015/10/8,3324.98,3337.33,3294.6,3296.48,93.53,2.92,1320817.68,16412060.14
2015/10/9,3302.36,3352.38,3293.97,3340.12,43.63,1.32,1243525,14473134.32
2015/10/12,3351.14,3486.63,3347.25,3447.69,107.58,3.22,2214004.68,26370646.85
2015/10/13,3422.48,3452.05,3413.97,3445.04,-2.65,-0.08,1454337.86,17497893.8
2015/10/14,3431.14,3458.7,3403.23,3406.11,-38.93,-1.13,1521739.38,17459925.57
2015/10/15,3403.39,3486.82,3402.32,3486.82,80.7,2.37,1711582.99,20188188.04
2015/10/16,3508.52,3537.54,3487.1,3534.07,47.25,1.36,2089647.09,25221149.14
2015/10/19,3548.95,3572.99,3502.5,3534.18,0.12,0,2076067.44,25489098.51
2015/10/20,3527.88,3577.8,3510.44,3577.7,43.52,1.23,1790251.08,22652557.72
2015/10/21,3580.84,3601.24,3417.41,3473.25,-104.45,-2.92,2820760.5,32688698.58
2015/10/22,3453.2,3530.77,3442.31,3524.53,51.28,1.48,1843055.8,22358360.65
2015/10/23,3536.84,3581.84,3515.82,3571.24,46.71,1.33,1982944.78,24705968.52
2015/10/26,3614.7,3620.76,3561.19,3589.26,18.02,0.5,2042488.63,27048975.91
2015/10/27,3569.45,3601.05,3486.1,3592.88,3.62,0.1,1920561.4,23904253.85
2015/10/28,3575.8,3598.17,3517.21,3524.92,-67.96,-1.89,1709770.98,21330302.38
2015/10/29,3539.98,3561.81,3507.97,3533.31,8.39,0.24,1270104.46,16105188.58
2015/10/30,3530.22,3574.47,3497.57,3534.08,0.77,0.02,1391419.14,18331714.95
2015/11/2,3489.23,3543.45,3474.71,3475.96,-58.12,-1.64,1300025.68,16745510.19
2015/11/3,3484.72,3501.7,3452.62,3465.49,-10.47,-0.3,1014018.76,13223150.26
2015/11/4,3477.16,3628.54,3477.16,3628.54,163.05,4.7,2054238.65,26695589
2015/11/5,3630.78,3781.41,3627.3,3705.97,77.43,2.13,3980465.68,49513817.15
2015/11/6,3698.34,3801.71,3694.66,3793.37,87.4,2.36,2987530.76,38977944.67
2015/11/9,3796.38,3891.77,3796.38,3840.35,46.98,1.24,3568048.23,46316170.76
2015/11/10,3806.67,3876.49,3798.82,3833.24,-7.12,-0.19,2865196.03,38091062.94
2015/11/11,3828.45,3843.11,3781.41,3833.65,0.41,0.01,2322342.96,30700833.61
2015/11/12,3841.74,3843.9,3771.27,3795.32,-38.32,-1,2175376.47,30244679.19
2015/11/13,3756.2,3793.71,3727.58,3746.24,-49.08,-1.29,2034898.91,28196112.95
2015/11/16,3682.73,3764.41,3680.07,3764.13,17.88,0.48,1616909.01,22748371.16
2015/11/17,3790.43,3852.77,3750.16,3758.39,-5.74,-0.15,2485330.71,36513859.84
2015/11/18,3760.46,3771.85,3706.31,3715.58,-42.81,-1.14,1856894.95,25413795.33
2015/11/19,3725.62,3775.23,3714.68,3774.97,59.39,1.6,1546319.89,20455760.7
2015/11/20,3778.88,3793.54,3757.03,3774.38,-0.59,-0.02,1869516.89,24229508.98
2015/11/23,3774.44,3802.85,3743.41,3753.34,-21.05,-0.56,1756268.12,23464097.96
2015/11/24,3745.76,3754.17,3702.74,3753.89,0.55,0.01,1433832.83,19249509.51
2015/11/25,3747.76,3781.86,3735.72,3781.61,27.72,0.74,1519449.41,21512504.8
2015/11/26,3795.25,3805.84,3756.82,3759.43,-22.18,-0.59,1735254.68,23979720.56
2015/11/27,3739.1,3742.74,3534.39,3556.99,-202.44,-5.38,2089393.58,26975816.85
2015/11/30,3554.89,3587.97,3455.07,3566.41,9.42,0.26,1732011.63,22009828.78
2015/12/1,3562.32,3617.31,3536.12,3591.7,25.28,0.71,1365365.54,17659880.56
2015/12/2,3587.76,3725.85,3573.4,3721.95,130.26,3.63,2135388.65,26093869.26
2015/12/3,3709.55,3758.45,3693.14,3749.3,27.34,0.73,1977621.26,23669898.74
2015/12/4,3719.73,3726.12,3667.29,3677.59,-71.71,-1.91,1511995.22,19645559.78
2015/12/7,3681.58,3699.34,3658.58,3687.61,10.02,0.27,1138831.5,16122005.98
2015/12/8,3668.84,3668.84,3619.44,3623.02,-64.59,-1.75,1257810.83,16331722.92
2015/12/9,3613.42,3655.16,3611.49,3635.94,12.92,0.36,1133254.22,15431999.21
2015/12/10,3634.37,3678.32,3615.99,3623.08,-12.85,-0.35,1202156.25,16862218.83
2015/12/11,3605.37,3630.74,3578.15,3608.06,-15.03,-0.41,1103224.81,14524864.02
2015/12/14,3573.88,3712.5,3571,3711.32,103.26,2.86,1517691.19,20329151.33
2015/12/15,3707.73,3717.36,3679.23,3694.39,-16.93,-0.46,1264817.1,18679546.17
2015/12/16,3703.95,3713.09,3677.45,3685.44,-8.95,-0.24,1113427.23,16011824.32
2015/12/17,3712.78,3768.84,3709.85,3755.89,70.45,1.91,1779240.75,24254382.34
2015/12/18,3754.96,3810.22,3750.93,3767.91,12.02,0.32,1734659.8,23228145.82
2015/12/21,3762.1,3877.82,3759.99,3865.97,98.05,2.6,2174352.75,28990528.92
2015/12/22,3872.1,3880.47,3841.59,3876.73,10.77,0.28,1803036.61,24379736.67
2015/12/23,3877.87,3926.69,3862.96,3866.38,-10.35,-0.27,2070171.47,29471077.02
2015/12/24,3858.13,3867.68,3787.08,3829.4,-36.98,-0.96,1471813.97,20368354.36
2015/12/25,3832.08,3848.02,3813.2,3838.2,8.8,0.23,1196240.13,16331451.14
2015/12/28,3847.53,3853.39,3727.63,3727.63,-110.57,-2.88,1539884.4,21002602.05
2015/12/29,3723.05,3762.05,3710.48,3761.87,34.24,0.92,1018855.55,14040505.47
2015/12/30,3762.91,3765.66,3726.28,3765.18,3.3,0.09,1056299.55,15574409.93
2015/12/31,3760.9,3772.62,3727.32,3731,-34.17,-0.91,1018735.56,14504369.62
2016/1/4,3725.86,3726.24,3468.95,3469.07,-261.94,-7.02,1153706.74,14596820.61
