Date,Open,High,Low,Close,Change,Rate,Volume,Amount
2010/3/5,3253.16,3276.4,3239.68,3259.76,9.19,0.28,456291.38,5962117.84
2010/3/8,3268.4,3293.93,3258.03,3286.18,26.41,0.81,415408.76,5468655.51
2010/3/9,3285.62,3322.51,3255.98,3305.86,19.68,0.6,541994.86,7197129.77
2010/3/10,3304.04,3321.08,3267.76,3279.69,-26.17,-0.79,464210.79,6176042.93
2010/3/11,3282.2,3303.49,3251.7,3276.71,-2.99,-0.09,474877.54,6373265.89
2010/3/12,3277.31,3284.26,3232.12,3233.13,-43.58,-1.33,399573.44,5261121.08
2010/3/15,3231.22,3234.82,3171.8,3183.18,-49.94,-1.54,378443.04,4921989.81
2010/3/16,3183.78,3204.29,3169.1,3203.97,20.79,0.65,308477.8,4151042.64
2010/3/17,3214.22,3274,3207.27,3273.92,69.95,2.18,458009.34,6258739.54
2010/3/18,3277.88,3295.37,3256.59,3267.56,-6.36,-0.19,469480.13,6250913.02
2010/3/19,3270.98,3296.41,3251.14,3293.87,26.32,0.81,460621.87,6211423.07
2010/3/22,3297.82,3313.92,3288.51,3302.63,8.76,0.27,494394.62,6565297.68
2010/3/23,3305.55,3309.12,3272.92,3275.57,-27.06,-0.82,465395.36,6214553.14
2010/3/24,3282.05,3298.54,3271.03,3276.67,1.1,0.03,445479.66,5833030.12
2010/3/25,3270.39,3270.39,3222.82,3229.13,-47.54,-1.45,449842.85,5860475.96
2010/3/26,3226.8,3285.39,3220.59,3275,45.87,1.42,474449.65,6159284.32
2010/3/29,3295.76,3363.61,3293.67,3358.54,83.54,2.55,847249.1,11032697.35
2010/3/30,3361.35,3372.27,3350.31,3366.71,8.17,0.24,564369.8,7868266.94
2010/3/31,3369.19,3369.9,3338.75,3345.61,-21.1,-0.63,531242.87,7212088.63
2010/4/1,3349.88,3392.48,3349.88,3391.94,46.33,1.38,677726.69,9236049.58
2010/4/2,3400.14,3412.2,3391.81,3407.35,15.41,0.45,690734.52,9904076.01
2010/4/6,3422.85,3436.29,3386.89,3405.15,-2.2,-0.06,651917.1,9398588.39
2010/4/7,3403.09,3404.58,3369.02,3386.95,-18.2,-0.53,540112.28,7673315.99
2010/4/8,3381.31,3381.31,3336.16,3346.74,-40.2,-1.19,621853.22,8931746.86
2010/4/9,3348.77,3379.4,3342.47,3379.17,32.43,0.97,512805.67,7559035.63
2010/4/12,3388.36,3393.56,3330.3,3351.48,-27.69,-0.82,745651.5,10599660.96
2010/4/13,3350.73,3401.71,3324.05,3391.72,40.24,1.2,799076.95,11644033.93
2010/4/14,3394.64,3404.52,3377.44,3403.71,11.99,0.35,603061.31,9078756.87
2010/4/15,3407.03,3412.94,3365.88,3394.57,-9.13,-0.27,610516.85,8870023.56
2010/4/16,3388.29,3388.29,3348.78,3356.33,-38.24,-1.13,471403.68,6723559.67
2010/4/19,3313.5,3313.5,3175.44,3176.42,-179.91,-5.36,884163,11885597.2
2010/4/20,3176.41,3196.65,3130.96,3173.37,-3.05,-0.1,641378.59,8800596.57
2010/4/21,3178.88,3237.54,3164.77,3236.68,63.31,1.99,669283.31,9337337.78
2010/4/22,3222.68,3231.99,3177.73,3201.54,-35.14,-1.09,710816.88,9897038.63
2010/4/23,3198.78,3224.74,3172.58,3190,-11.54,-0.36,612526.79,9211567
2010/4/26,3195.46,3207.72,3168.37,3172,-18.01,-0.56,508941.99,7495912.11
2010/4/27,3163.1,3163.1,3060.85,3108.41,-63.59,-2,652965.74,8805836.06
2010/4/28,3080.32,3122.12,3062.09,3097.35,-11.06,-0.36,459954.06,6548492.46
2010/4/29,3114.94,3130.7,3059.8,3060.06,-37.29,-1.2,482609.71,6925086.81
2010/4/30,3060.12,3068.13,3014.07,3067.37,7.3,0.24,544778.81,7319088.4
2010/5/4,3005.49,3056.08,2994.92,3019.45,-47.92,-1.56,412486.1,5455860.71
2010/5/5,2981.78,3036.87,2943.36,3036.39,16.94,0.56,596704.41,8083534.04
2010/5/6,3014.91,3014.91,2895.39,2896.86,-139.54,-4.6,587704.13,8150226.2
2010/5/7,2835.88,2892.53,2817.15,2836.79,-60.07,-2.07,611193.99,7914749.97
2010/5/10,2842.37,2872.31,2798.52,2858.23,21.44,0.76,502091.73,6490918.81
2010/5/11,2916.34,2922.13,2790.7,2800.82,-57.42,-2.01,583634.9,7389466.68
2010/5/12,2781.71,2832.15,2756.42,2818.16,17.34,0.62,530022.71,6469398.82
2010/5/13,2818.58,2886.97,2811.66,2886.91,68.75,2.44,551457.78,6748653.66
2010/5/14,2865.58,2888.09,2849.24,2868.02,-18.89,-0.65,424987.19,5517529.1
2010/5/17,2828.88,2828.88,2712.44,2714.72,-153.31,-5.35,521668.47,6239551.35
2010/5/18,2711.41,2781.85,2686.97,2771.35,56.63,2.09,545096.71,6274624.58
2010/5/19,2748.95,2803.7,2723.3,2762.17,-9.17,-0.33,455762.21,5465640.13
2010/5/20,2739.22,2793.88,2721.07,2726.02,-36.15,-1.31,421748.03,5267791.49
2010/5/21,2656.42,2769.09,2647.6,2768.79,42.77,1.57,544753.83,6350180.89
2010/5/24,2787.75,2886.37,2787.75,2873.47,104.68,3.78,745023.38,8996188.28
2010/5/25,2851.26,2855.33,2798.02,2813.94,-59.53,-2.07,551683.27,6795498.81
2010/5/26,2814.44,2839.03,2797.63,2813.94,0,0,398585.64,4849560.31
2010/5/27,2808.05,2866.87,2771.59,2859.98,46.03,1.64,534452.09,6526677.37
2010/5/28,2885.86,2893.69,2835.07,2850.3,-9.68,-0.34,515349.89,6434250.54
2010/5/31,2835.33,2857.42,2772.79,2773.26,-77.04,-2.7,462168.54,5669580.36
2010/6/1,2755.28,2782.29,2710.59,2744.16,-29.1,-1.05,448514.26,5323091.38
2010/6/2,2729.33,2757.91,2700.08,2757.53,13.37,0.49,395870.2,4636422.95
2010/6/3,2769.1,2787.51,2735.7,2736.08,-21.45,-0.78,395872.58,4714326.29
2010/6/4,2721.36,2748.48,2713.1,2744.39,8.32,0.3,327462.91,3985836.34
2010/6/7,2692.83,2716.4,2673.34,2695.72,-48.68,-1.77,395419.93,4706270.34
2010/6/8,2694.11,2720.59,2672.06,2699.34,3.62,0.13,351401.82,4267710.43
2010/6/9,2711.64,2787.83,2687.33,2782.13,82.8,3.07,602095.33,7071008.05
2010/6/10,2755.94,2776.26,2746.11,2750.02,-32.11,-1.15,429063.34,5031224.43
2010/6/11,2766.2,2782.1,2755.95,2758.87,8.84,0.32,405585.85,4887147.86
2010/6/17,2778.53,2784.92,2742.64,2742.73,-16.13,-0.58,326123.56,4029323.4
2010/6/18,2739.03,2755.84,2686.61,2696.17,-46.57,-1.7,418083.44,5025635.09
2010/6/21,2698.98,2784.47,2686.32,2780.66,84.5,3.13,552614.82,6280919.05
2010/6/22,2772.89,2795.32,2766.44,2783.72,3.06,0.11,390960.52,4520720.78
2010/6/23,2768.7,2788.22,2734.05,2758.5,-25.22,-0.91,356003.5,4160024.07
2010/6/24,2753.71,2783.51,2739.81,2757.5,-1,-0.04,292206.82,3377285.7
2010/6/25,2744.12,2759.45,2715.66,2736.29,-21.21,-0.77,306717.82,3464917.92
2010/6/28,2734.51,2751.46,2710.09,2716.78,-19.51,-0.71,277100.44,3119827.71
2010/6/29,2717.47,2724.23,2591.69,2592.02,-124.76,-4.59,487585.52,5063596.97
2010/6/30,2572.91,2575.82,2546.84,2563.07,-28.95,-1.12,356987.94,3580989.23
2010/7/1,2557.92,2574.1,2524.57,2526.07,-37,-1.44,328576.46,3247845.74
2010/7/2,2523.04,2542.12,2462.2,2534.11,8.03,0.32,449141,4336731.84
2010/7/5,2507.35,2529.43,2476.49,2512.65,-21.45,-0.85,321785.74,3092229.9
2010/7/6,2504.87,2563.41,2502.93,2562.9,50.25,2,397147.62,3897683.65
2010/7/7,2561.11,2580.61,2548.56,2580.48,17.57,0.69,357209.09,3705989.85
2010/7/8,2591.51,2602.23,2564.64,2575.92,-4.56,-0.18,340569.66,3534876.05
2010/7/9,2578.56,2662.16,2557.26,2647.1,71.18,2.76,584930.45,6147006.69
2010/7/12,2647.42,2689.81,2636.65,2676.22,29.11,1.1,584624.91,6346226.25
2010/7/13,2649.66,2649.66,2618.34,2634.59,-41.62,-1.56,432285.06,4512510.91
2010/7/14,2640.93,2684.62,2640.54,2653.61,19.02,0.72,466888.6,4949710.67
2010/7/15,2650.33,2680.44,2607.79,2608.52,-45.09,-1.7,404404.59,4144471.09
2010/7/16,2597,2621.33,2573.79,2616.13,7.61,0.29,350633.02,3542232.62
2010/7/19,2592.09,2691.94,2585.01,2682.47,66.34,2.54,538680.7,5982612.58
2010/7/20,2685.46,2746.24,2685.46,2741.5,59.03,2.2,731283.45,8095821.68
2010/7/21,2744.7,2766.21,2733.72,2747.34,5.83,0.21,707570.92,7373468.46
2010/7/22,2738.03,2783.14,2734.07,2781.29,33.95,1.24,610648.06,6357660.3
2010/7/23,2787.52,2806.98,2769.44,2793.08,11.79,0.42,645185.65,7042333.5
2010/7/26,2798.76,2811.95,2775.78,2811.06,17.98,0.64,535800.26,5984890.53
2010/7/27,2803.76,2812.21,2785.37,2795.72,-15.33,-0.55,497998.84,5596399.15
2010/7/28,2796.48,2866.4,2784.16,2863.72,68,2.43,799859.54,8451684.58
2010/7/29,2866.77,2888.6,2852,2877.98,14.25,0.5,959654.09,9227822.45
2010/7/30,2871.48,2876.14,2844.68,2868.85,-9.13,-0.32,625755.91,6522448.24
2010/8/2,2868.28,2922.61,2867.45,2917.28,48.43,1.69,717433,7356907.44
2010/8/3,2925.25,2929.61,2865.76,2865.97,-51.3,-1.76,817483.64,8687057.41
2010/8/4,2858.35,2876.6,2818.25,2876.43,10.46,0.37,713180.39,7567014.43
2010/8/5,2874.66,2877.31,2833.67,2850.83,-25.61,-0.89,671575.81,7303845.76
2010/8/6,2848.16,2898.53,2821.03,2897.66,46.83,1.64,749148.95,8214515.09
2010/8/9,2894.1,2922.62,2888.05,2918.24,20.58,0.71,747263.91,8343198.08
2010/8/10,2920.4,2925.3,2832.08,2832.64,-85.6,-2.93,784350.34,8428369.94
2010/8/11,2823.15,2864.36,2823.15,2850.21,17.57,0.62,549791.33,5878630.22
2010/8/12,2822.79,2860.37,2810.1,2816.39,-33.82,-1.19,598932.27,6582561.35
2010/8/13,2818.41,2856.04,2799.22,2855.55,39.16,1.39,585077.21,6292374.78
2010/8/16,2851.22,2927.69,2843.02,2922.08,66.54,2.33,810680.43,9142750.76
2010/8/17,2927.26,2949.73,2917.83,2942.29,20.21,0.69,764529.12,8670054.29
2010/8/18,2945.98,2962.75,2924.67,2937.36,-4.93,-0.17,707476,8083236.81
2010/8/19,2940.77,2975.19,2928.01,2955.4,18.03,0.61,769248.65,9173458.71
2010/8/20,2943.33,2951.96,2892.64,2898.33,-57.06,-1.93,716633.06,8229817.31
2010/8/23,2895.71,2920.54,2886.66,2896.19,-2.14,-0.07,489155.17,5777277.93
2010/8/24,2892.13,2933.12,2866.8,2911.83,15.64,0.54,610937.96,6503659.26
2010/8/25,2893.99,2904.66,2842.25,2843.02,-68.8,-2.36,636106.21,6704822.44
2010/8/26,2853.11,2868.88,2836.13,2850.09,7.07,0.25,486704.42,5186292.29
2010/8/27,2847.45,2861.07,2833.42,2858.57,8.47,0.3,407895.82,4669934.34
2010/8/30,2874.25,2921.09,2872.92,2915.01,56.44,1.97,657498.82,7734161.65
2010/8/31,2905.15,2910.06,2889.81,2903.19,-11.82,-0.41,657661.04,7997634.73
2010/9/1,2907.66,2931.76,2859.17,2884.04,-19.15,-0.66,769755.78,8793188.72
2010/9/2,2917.74,2931.55,2903.03,2921.39,37.35,1.3,707008.51,8892314.26
2010/9/3,2926.94,2929.55,2891.88,2920.21,-1.19,-0.04,726410.27,8772482.96
2010/9/6,2935.89,2980.42,2935.89,2975.09,54.89,1.88,938556.81,11046611.64
2010/9/7,2979.3,2991.44,2959.9,2983.11,8.02,0.27,735193.61,8548819.39
2010/9/8,2970,2982.72,2953.84,2980.97,-2.14,-0.07,728720.02,9266087.91
2010/9/9,2986.87,2986.87,2922.2,2926.46,-54.51,-1.83,813955.54,10324828.01
2010/9/10,2928,2940.79,2890.04,2932.55,6.09,0.21,650867.04,8374316.38
2010/9/13,2933.59,2977.08,2925.42,2962.32,29.76,1.01,672799,8753617.9
2010/9/14,2971.55,2984.47,2954.51,2965.01,2.69,0.09,701059.03,8720442.17
2010/9/15,2965.54,2965.54,2905.63,2913.19,-51.82,-1.75,716196.42,8644596.43
2010/9/16,2908.32,2917.85,2834.03,2857.79,-55.4,-1.9,740742.84,8419837.59
2010/9/17,2864.72,2877.08,2847.68,2861.37,3.58,0.13,519388.67,6246632.67
2010/9/20,2865.04,2872.22,2829.76,2849.83,-11.54,-0.4,502831.04,5758298.54
2010/9/21,2859.43,2869.38,2844.13,2857.48,7.65,0.27,357518.81,4474202.52
2010/9/27,2869.93,2905.53,2864.21,2905.03,47.55,1.66,490718.23,6261153.42
2010/9/28,2900.54,2900.54,2875.66,2880.91,-24.12,-0.83,586608.26,8085974.96
2010/9/29,2877.27,2908.73,2866.85,2874.81,-6.1,-0.21,567822.36,7451602.2
2010/9/30,2859.06,2935.6,2857.42,2935.57,60.76,2.11,630002.47,8070972.75
2010/10/8,2965.65,3055.84,2963.24,3044.23,108.66,3.7,999947.2,13498663.46
2010/10/11,3069.19,3154.2,3069.19,3132.9,88.66,2.91,1587349.04,21260706.66
2010/10/12,3121.64,3173.85,3106.22,3172.73,39.83,1.27,1273617.05,17824521.98
2010/10/13,3176.89,3221.65,3165.58,3217.58,44.85,1.41,1446077.73,19544471.99
2010/10/14,3245.13,3286.02,3215.03,3224.14,6.56,0.2,1796118.38,22765445.86
2010/10/15,3204.72,3327.68,3199.12,3327.68,103.54,3.21,1934141.4,24561929.63
2010/10/18,3345.8,3390.02,3288.78,3306.16,-21.52,-0.65,2178820.51,26788437.03
2010/10/19,3300.52,3375.87,3280,3375.67,69.51,2.1,1304417.91,16548891.45
2010/10/20,3304.22,3439.23,3301.01,3396.88,21.2,0.63,1665284.6,23537205.75
2010/10/21,3404.72,3418.09,3344.96,3374.69,-22.19,-0.65,1238832.45,17538371.27
2010/10/22,3365.6,3408.49,3346.11,3378.66,3.97,0.12,1163618.57,16315361.85
2010/10/25,3386.85,3481.35,3366.43,3481.08,102.43,3.03,1454331.05,20880940.47
2010/10/26,3491.47,3499.82,3436.46,3466.08,-15,-0.43,1426369.99,20521645.72
2010/10/27,3451.43,3490.22,3398.1,3403.87,-62.21,-1.79,1237615.7,17707255.21
2010/10/28,3390.43,3420.89,3371.44,3397.69,-6.18,-0.18,983494.56,14113588.2
2010/10/29,3400.26,3404.6,3351.6,3379.98,-17.71,-0.52,1004589.7,14552836.59
2010/11/1,3390.41,3473,3390.41,3473,93.01,2.75,1262691.48,18672576.25
2010/11/2,3484.23,3522.18,3449.72,3463.13,-9.86,-0.28,1549114.5,23397622.85
2010/11/3,3462.74,3474.71,3419.08,3420.34,-42.79,-1.24,1263593.03,17880332.98
2010/11/4,3426.46,3480.93,3419.64,3480.51,60.16,1.76,1167994.81,16472139.38
2010/11/5,3538.99,3554.47,3498.28,3520.8,40.29,1.16,1376880.27,19661804.15
2010/11/8,3534.19,3549.31,3506.38,3548.57,27.77,0.79,1264707.59,17406758.18
2010/11/9,3547.44,3547.44,3498.62,3523.95,-24.61,-0.69,1224545.33,17017487.67
2010/11/10,3507.2,3508.28,3470.97,3499.11,-24.84,-0.7,1200785.78,17652978.33
2010/11/11,3490.74,3557.99,3484.89,3509.98,10.86,0.31,1389762.33,20912152.48
2010/11/12,3484.61,3497.06,3284.35,3291.83,-218.14,-6.21,1607338.5,22420079.11
2010/11/15,3298.74,3319.98,3241.76,3314.89,23.06,0.7,1023157.24,14449295.24
2010/11/16,3311.62,3311.62,3155.48,3169.54,-145.36,-4.38,1083070.72,15427811.33
2010/11/17,3124.11,3168.93,3087.51,3103.91,-65.63,-2.07,832580.8,11898123.16
2010/11/18,3134.94,3158.63,3097.39,3147.96,44.06,1.42,656972.92,9447611.58
2010/11/19,3168.17,3178.85,3076.21,3178.85,30.88,0.98,833476.54,11467297.73
2010/11/22,3148.22,3200.47,3137.75,3171.94,-6.91,-0.22,832127.76,11430297.48
2010/11/23,3156.48,3156.48,3061.62,3107.18,-64.76,-2.04,773995.91,10528146.15
2010/11/24,3088.99,3177.41,3088.99,3177.04,69.87,2.25,753320.83,10768844.66
2010/11/25,3197.97,3227.05,3172.28,3223.48,46.44,1.46,834420.94,11694829.53
2010/11/26,3214.13,3224.52,3170.36,3194.85,-28.63,-0.89,644678.24,9622636.72
2010/11/29,3183.54,3206.76,3159.46,3190.05,-4.8,-0.15,589948.92,8879907.4
2010/11/30,3187.53,3205.78,3060.44,3136.99,-53.07,-1.66,857623.55,12057232.85
2010/12/1,3127.26,3150.44,3111.65,3136.02,-0.96,-0.03,488826.68,6947257.96
2010/12/2,3185.76,3194.23,3154.32,3155.06,19.04,0.61,610239.08,8976427.81
2010/12/3,3161.93,3171.38,3134.42,3158.16,3.1,0.1,504753.54,7138733.73
2010/12/6,3168.88,3185.33,3140.56,3165.57,7.41,0.23,563626.3,8004320.79
2010/12/7,3152.73,3214.69,3112.22,3200.34,34.77,1.1,584836.53,8554829.31
2010/12/8,3194.9,3215.28,3166.77,3171.88,-28.46,-0.89,595156.63,8705610.5
2010/12/9,3156,3175.05,3122.2,3123.37,-48.52,-1.53,661529.65,8315903.62
2010/12/10,3107.38,3172.16,3101.08,3161.98,38.61,1.24,571081.05,7806911.74
2010/12/13,3176.34,3261.34,3173.56,3261.06,99.08,3.13,957137.39,13208835.36
2010/12/14,3270.2,3279.37,3254.18,3269.47,8.41,0.26,841042.41,11492873.66
2010/12/15,3270.78,3282.77,3242.52,3247.64,-21.83,-0.67,722697.85,10479317.44
2010/12/16,3246.01,3258.39,3224.12,3230.67,-16.98,-0.52,567996.25,7926237.7
2010/12/17,3229.3,3232.84,3212.58,3225.66,-5,-0.15,449191.47,6569725.97
2010/12/20,3239.02,3249.76,3118,3178.66,-47,-1.46,747596.93,10752197.73
2010/12/21,3184.7,3251.55,3168.89,3249.51,70.85,2.23,798524.2,11246167.53
2010/12/22,3253.82,3263.45,3201.67,3215.45,-34.06,-1.05,699362.58,9830903.24
2010/12/23,3210.67,3237.64,3183.15,3188.61,-26.85,-0.83,613158.47,8443047.64
2010/12/24,3170.64,3187.72,3139.45,3162.96,-25.65,-0.8,551377.67,7298913.62
2010/12/27,3176.11,3219.66,3092.26,3099.71,-63.25,-2,700171.07,9985547.86
2010/12/28,3084.82,3095.36,3041.33,3044.93,-54.78,-1.77,563257.49,7484395.66
2010/12/29,3049.93,3062.56,3025.22,3061.83,16.9,0.55,451927.75,6013477.72
2010/12/30,3063.05,3079.91,3027.9,3064.1,2.27,0.07,542814.29,7028427.59
2010/12/31,3069.05,3129.45,3067.11,3128.26,64.16,2.09,625660.78,9054590.12
2011/1/4,3155.56,3194.36,3143.6,3189.68,61.42,1.96,854104.4,12915962.08
2011/1/5,3170.18,3193.78,3158.87,3175.66,-14.02,-0.44,792688.1,11694321.39
2011/1/6,3177.84,3198.05,3152.57,3159.64,-16.02,-0.5,596810.92,9156844.7
2011/1/7,3156.36,3209.9,3141.13,3166.62,6.98,0.22,840932.33,11365125.02
2011/1/10,3162.09,3182.78,3102.43,3108.19,-58.44,-1.85,654944.06,8799288.17
2011/1/11,3096.25,3131.29,3084.51,3124.92,16.74,0.54,569859.17,7483244.94
2011/1/12,3135.18,3153.43,3099.41,3142.34,17.41,0.56,584985.18,7155142.14
2011/1/13,3153.99,3157.04,3127.16,3141.28,-1.05,-0.03,519369.88,6692578.37
2011/1/14,3129.67,3129.67,3083.51,3091.86,-49.42,-1.57,533514.39,7101210.01
2011/1/17,3067.43,3078.88,2968.61,2974.35,-117.51,-3.8,668075.62,8545412.11
2011/1/18,2965.42,2984.47,2947.6,2977.65,3.3,0.11,429645.64,5465241.65
2011/1/19,2978.46,3045.61,2967.24,3044.85,67.2,2.26,565719.42,7277222.69
2011/1/20,3037.86,3037.86,2944.5,2944.71,-100.14,-3.29,610466.43,7644011.67
2011/1/21,2935.23,3030.27,2935.14,2983.46,38.74,1.32,731029.66,8515779.07
2011/1/24,2986.09,2999.2,2943.92,2954.23,-29.22,-0.98,654725.45,7580523.61
2011/1/25,2949.65,2960.59,2919.16,2938.65,-15.58,-0.53,489826.89,5757281.95
2011/1/26,2939.77,2982.32,2939.36,2978.43,39.78,1.35,433749.79,5174603.81
2011/1/27,2953.59,3037.16,2935.27,3026.47,48.03,1.61,825859.19,9697602.99
2011/1/28,3020.12,3047.27,3011.38,3036.74,10.27,0.34,630135.89,7824191.77
2011/1/31,3035.42,3076.55,3032.45,3076.51,39.77,1.31,671059.14,8307030.94
2011/2/1,3083.49,3087.23,3062.83,3077.28,0.78,0.03,498625.3,6583269.85
2011/2/9,3055.4,3087.55,3031.75,3040.95,-36.33,-1.18,603941.45,7814835.62
2011/2/10,3034.08,3105.32,3024.35,3104.16,63.21,2.08,666036.62,8696727.37
2011/2/11,3100.27,3133.5,3092.58,3120.96,16.79,0.54,759755.53,9900150.08
2011/2/14,3123.25,3227.43,3123.25,3219.14,98.19,3.15,1213023.31,15582938.08
2011/2/15,3223.22,3259.64,3215.62,3217.67,-1.47,-0.05,1095544.38,14774722.79
2011/2/16,3211.14,3248.85,3195.47,3248.53,30.86,0.96,913342.83,12554959.69
2011/2/17,3255.63,3265.26,3218.91,3245.91,-2.62,-0.08,889646.95,12755967.38
2011/2/18,3240.05,3242.37,3203.12,3211.88,-34.03,-1.05,753786.84,10474337.16
2011/2/21,3192.15,3258.28,3189.85,3257.91,46.03,1.43,793997.76,10805588.24
2011/2/22,3267.62,3269.05,3161.83,3163.58,-94.33,-2.9,1078637.41,14758860.9
2011/2/23,3152.44,3182.19,3145.99,3174.74,11.16,0.35,713248.54,9725142.27
2011/2/24,3170.24,3195.69,3157.97,3190.94,16.19,0.51,664868.93,9490828.15
2011/2/25,3190.87,3213.79,3159.85,3197.62,6.68,0.21,616192.75,8827589.94
2011/2/28,3200.68,3241.6,3178.83,3239.56,41.94,1.31,766306.63,10924997.08
2011/3/1,3241.71,3273.51,3235.75,3254.89,15.33,0.47,885669.54,12404075.58
2011/3/2,3237.12,3257.42,3202.83,3243.3,-11.6,-0.36,809106.41,11359200.75
2011/3/3,3248.16,3271.64,3221.04,3221.72,-21.58,-0.67,1012199.97,13121779.77
2011/3/4,3223.51,3273.66,3217.48,3270.67,48.95,1.52,800139.15,10740181.05
2011/3/7,3287.41,3337.47,3287.41,3334.51,63.84,1.95,1181871.97,17040677.25
2011/3/8,3335.71,3342.71,3311.72,3337.46,2.95,0.09,848786.55,12630632.61
2011/3/9,3344.1,3355.49,3322.7,3338.86,1.4,0.04,780263.61,11353409
2011/3/10,3330.44,3330.44,3279.33,3280.26,-58.6,-1.76,782126.42,11795263.1
2011/3/11,3263.08,3290.7,3240.18,3247.38,-32.88,-1,672083.35,10030607.71
2011/3/14,3238.91,3263.91,3230.11,3262.92,15.54,0.48,636897.83,9413468.8
2011/3/15,3250.6,3250.6,3147.96,3203.96,-58.96,-1.81,960339.79,12960331.52
2011/3/16,3204.92,3250.88,3202.93,3248.2,44.23,1.38,788595.2,11182609.57
2011/3/17,3216.29,3240.38,3185.08,3197.1,-51.1,-1.57,856871.14,11729572.76
2011/3/18,3228.92,3239.96,3205.14,3215.69,18.59,0.58,613401.61,8684520.01
2011/3/21,3220.68,3236.28,3194.15,3207.11,-8.57,-0.27,591050.37,8410573.91
2011/3/22,3217.8,3227.8,3175.93,3222.96,15.85,0.49,572486.84,8000979.28
2011/3/23,3222.33,3267,3216.65,3264.93,41.97,1.3,720775.85,9854042.37
2011/3/24,3269.58,3273.37,3250.02,3251.36,-13.57,-0.42,613042.44,8805890.59
2011/3/25,3256.18,3304.26,3254.68,3294.48,43.12,1.33,868959.79,12202136.7
2011/3/28,3307.41,3328.07,3286.86,3290.57,-3.91,-0.12,976843,13903008.3
2011/3/29,3288.56,3309.2,3256.34,3257.98,-32.59,-0.99,1052801.64,13290807.67
2011/3/30,3256.72,3274.98,3233.11,3256.08,-1.9,-0.06,783363.37,10327193.03
2011/3/31,3257.16,3264.96,3210.17,3223.29,-32.79,-1.01,645038.8,8656537.27
2011/4/1,3227.56,3272.77,3220.91,3272.73,49.44,1.53,630947.22,8671154.99
2011/4/6,3269.19,3315.3,3268.77,3311.07,38.34,1.17,1058236.74,14303009.09
2011/4/7,3313.47,3330.81,3302.82,3324.42,13.35,0.4,846817.62,11267858.58
2011/4/8,3321.54,3353.89,3314.09,3353.36,28.94,0.87,739292.1,10732931.63
2011/4/11,3363.37,3380.53,3331.17,3333.43,-19.93,-0.59,1044205.45,14197438.57
2011/4/12,3324.75,3350.16,3307.48,3326.77,-6.66,-0.2,1019385.06,12286355.61
2011/4/13,3311.32,3372.03,3296.51,3372.03,45.26,1.36,870363.38,10830523.44
2011/4/14,3374.32,3378.7,3347.49,3353.56,-18.47,-0.55,889722.41,10749122.81
2011/4/15,3345.13,3378.11,3323.56,3358.94,5.38,0.16,785148.74,9893457.26
2011/4/18,3346.15,3372.9,3335.6,3359.44,0.49,0.01,865826.24,10717822.78
2011/4/19,3334.91,3334.91,3290.74,3295.81,-63.63,-1.89,851069.33,10436898.3
2011/4/20,3300.42,3311.73,3281.83,3295.76,-0.05,0,723433.18,9366713.84
2011/4/21,3312.27,3330.24,3301.94,3317.37,21.61,0.66,732404.24,9673913.26
2011/4/22,3317.08,3325.46,3291.64,3299.94,-17.43,-0.53,671714.55,8352833.33
2011/4/25,3292.48,3292.48,3247.69,3249.57,-50.37,-1.53,744218.29,9845587.96
2011/4/26,3242.53,3257.8,3216.21,3230.96,-18.61,-0.57,590964.17,7669685.84
2011/4/27,3242.62,3256.41,3189.04,3209.5,-21.46,-0.66,624435.67,7511124.71
2011/4/28,3224.41,3237.19,3160.41,3161.78,-47.73,-1.49,650502.35,7915583.02
2011/4/29,3161.16,3193.6,3147.14,3192.72,30.95,0.98,536830.65,6345581.43
2011/5/3,3192.85,3212.06,3164.93,3211.13,18.41,0.58,549989.1,6434898.76
2011/5/4,3192.84,3193.45,3120.96,3129.03,-82.1,-2.56,667163.4,8356765.53
2011/5/5,3115,3136.9,3105.85,3126.12,-2.91,-0.09,525677.47,6300937.35
2011/5/6,3093.81,3141.68,3083.91,3121.4,-4.72,-0.15,553521.86,6974737.27
2011/5/9,3126.26,3149.94,3118.14,3129.76,8.36,0.27,460274.04,5728741.25
2011/5/10,3135.15,3153.3,3121.75,3153.22,23.46,0.75,409329.95,5493122.48
2011/5/11,3153.65,3164.65,3127.49,3145.09,-8.14,-0.26,476885.33,5950771.95
2011/5/12,3123.16,3142.4,3101.14,3101.6,-43.48,-1.38,487995.01,6170308.03
2011/5/13,3105.3,3128.44,3080.19,3128.09,26.49,0.85,468959.51,5775720.49
2011/5/16,3120.44,3137.6,3098.78,3100.46,-27.63,-0.88,451943.19,5423872.34
2011/5/17,3097.07,3136.23,3076.95,3116.03,15.56,0.5,512037.31,6541794.37
2011/5/18,3109.29,3145.7,3106.55,3139.38,23.35,0.75,396417.68,4975717.42
2011/5/19,3148.35,3154.94,3118.62,3120.64,-18.74,-0.6,431107.82,5224967.97
2011/5/20,3120.58,3133.43,3113.27,3121.6,0.96,0.03,384680.12,4896702.84
2011/5/23,3115.31,3115.31,3021.45,3022.98,-98.62,-3.16,559024.72,6697642.65
2011/5/24,3013.72,3029.75,2999.89,3026.22,3.24,0.11,416089.44,5297169.24
2011/5/25,3020.32,3030.99,2988.09,2990.34,-35.88,-1.19,392897.04,4860439.79
2011/5/26,3011.47,3021.2,2977.6,2978.38,-11.96,-0.4,370037.47,4834648.24
